상호명,지점명,상권업종중분류코드,도로명주소,경도,위도,시,구,ID
이디야커피,구리돌다리점,Q12,경기도 구리시 검배로 4,127.14118166485201,37.6005053350299,경기도,구리시,구리
이디야한양대애리카캠퍼스,,Q12,경기도 안산시 상록구 한양대학로 55,126.834454274399,37.298024069901,경기도,안산시,안산
이디야커피전문일산시장점,일산시장점,Q12,경기도 고양시 일산서구 원일로 69,126.770167273761,37.6867560537916,경기도,고양시,고양
이디야커피,,Q12,경기도 이천시 부발읍 경충대로 2096-4,127.49030853118201,37.2521043112614,경기도,이천시,이천
이디야커피,안산중앙역점,Q12,경기도 안산시 단원구 광덕4로 234,126.838680757235,37.3143659563463,경기도,안산시,안산
이디야커피,하남시청점,Q12,경기도 하남시 대청로 15,127.213906127743,37.5405692894685,경기도,하남시,하남
이디야커피,민락2지구점,Q12,경기도 의정부시 오목로 215,127.099034496486,37.7455008287256,경기도,의정부시,의정부
이디야커피,,Q12,경기도 용인시 기흥구 동백중앙로 283,127.15347439370701,37.2780102902334,경기도,용인시,용인
이디야커피,일산풍동점,Q12,경기도 고양시 일산동구 숲속마을1로 76,126.80029198986,37.667712666910504,경기도,고양시,고양
이디야커피,,Q12,경기도 성남시 수정구 수정로 154,127.137184983212,37.442250242823796,경기도,성남시,성남
이디야커피,성남시청점,Q12,경기도 성남시 중원구 양현로405번길 7,127.126870479107,37.4176473180195,경기도,성남시,성남
이디야커피,,Q12,경기도 구리시 건원대로 44,127.14046027296601,37.6051314642647,경기도,구리시,구리
이디야커피,백석역점,Q12,경기도 고양시 일산동구 일산로 46,126.78786213750601,37.6423481921858,경기도,고양시,고양
이디야커피,태평역점,Q12,경기도 성남시 수정구 수정로73번길 6-6,127.128991500221,37.4403249310461,경기도,성남시,성남
이디야커피,,Q12,경기도 부천시 호현로489번길 39,126.791368358008,37.480199236665705,경기도,부천시,부천
이디야커피,청평점,Q12,경기도 가평군 청평면 청평중앙로 70,127.421679288505,37.739163814597,경기도,가평군,가평
이디야커피,부천여월점,Q12,경기도 부천시 삼작로306번길 7-1,126.796009051989,37.520027394156706,경기도,부천시,부천
이디야커피,,Q12,경기도 구리시 경춘로 249,127.14268118462799,37.6020750487937,경기도,구리시,구리
이디야커피,,Q12,경기도 수원시 권선구 하탑로 38,126.97569483158999,37.2686669165835,경기도,수원시,수원
이디야커피전문점,,Q12,경기도 고양시 일산동구 중앙로 1124,126.78223916826599,37.648074793390705,경기도,고양시,고양
이디야커피,의정부시민로점,Q12,경기도 의정부시 시민로 39,127.039417522828,37.7385156728469,경기도,의정부시,의정부
이디야커피,의정부중앙점,Q12,경기도 의정부시 행복로 32-1,127.04999923616501,37.741484696743896,경기도,의정부시,의정부
이디야커피,가평현리점,Q12,경기도 가평군 조종면 조종희망로 14,127.350222259702,37.8181814592464,경기도,가평군,가평
이디야커피,부천성모병원점,Q12,경기도 부천시 부흥로 472,126.790907621728,37.48563679712711,경기도,부천시,부천
이디야커피,화정고양점,Q12,경기도 고양시 덕양구 성신로 22,126.831004089063,37.6275563532978,경기도,고양시,고양
이디야커피전문점,,Q12,경기도 광주시 광주대로 30,127.26120641738399,37.4096334060733,경기도,광주시,광주
이디야커피,안산신길점,Q12,경기도 안산시 단원구 신길로 9-4,126.786454845994,37.3314486209663,경기도,안산시,안산
이디야커피,행신서정점,Q12,경기도 고양시 덕양구 중앙로 438,126.84670622102699,37.617988846228,경기도,고양시,고양
이디야커피,포천이동점,Q12,경기도 포천시 이동면 화동로 2058,127.366738363212,38.031576464913705,경기도,포천시,포천
이디야커피,철산역점,Q12,경기도 광명시 오리로856번길 6,126.867530453998,37.474808697187704,경기도,광명시,광명
이디야커피,전원마을점,Q12,경기도 김포시 김포한강11로 141,126.68080251143499,37.645884785572704,경기도,김포시,김포
이디야커피,신기사거리점,Q12,경기도 성남시 분당구 불정로87번길 17,127.11426781824899,37.361542608220795,경기도,성남시,성남
이디야커피,,Q12,경기도 구리시 동구릉로136번길 35,127.13986474416599,37.6116056460337,경기도,구리시,구리
이디야커피숍,,Q12,경기도 고양시 일산동구 중앙로 1317,126.769926075312,37.6629128435588,경기도,고양시,고양
이디야커피,안양일번가점,Q12,경기도 안양시 만안구 만안로 207,126.92382939483299,37.3992767137791,경기도,안양시,안양
이디야커피,장안타운점,Q12,경기도 성남시 분당구 분당로263번길 35,127.13977705529499,37.3717418997645,경기도,성남시,성남
이디야커피,수지구청점,Q12,경기도 용인시 수지구 풍덕천로 142,127.097245466835,37.323730618831895,경기도,용인시,용인
이디야커피,남양주금곡점,Q12,경기도 남양주시 진접읍 해밀예당1로 50-88,127.187911353524,37.7125923039783,경기도,남양주시,남양주
이디야커피,마두역2호점,Q12,경기도 고양시 일산동구 중앙로 1190,126.77755670634701,37.6530630251936,경기도,고양시,고양
이디야커피,갈산동점,Q12,경기도 이천시 향교로 171,127.45595709213,37.2854999193158,경기도,이천시,이천
이디야커피,수원북문점,Q12,경기도 수원시 장안구 정조로922번길 1,127.01346548972201,37.2902713637601,경기도,수원시,수원
이디야커피,김포감정동점,Q12,경기도 김포시 중봉1로 12,126.699449937311,37.6227106796093,경기도,김포시,김포
이디야커피점,곤지암점,Q12,경기도 광주시 곤지암읍 곤지암로 53,127.340884915101,37.3495330695751,경기도,광주시,광주
이디야커피점,,Q12,경기도 부천시 석천로 171,126.762500483484,37.5029849068097,경기도,부천시,부천
이디야커피,,Q12,경기도 부천시 소사로 141,126.795636026101,37.4707188216644,경기도,부천시,부천
이디야커피,,Q12,경기도 남양주시 순화궁로 167,127.125952915911,37.642805637359295,경기도,남양주시,남양주
이디야커피,미금점,Q12,경기도 성남시 분당구 돌마로 73,127.11006456911899,37.3503917069485,경기도,성남시,성남
이디야커피,CGV점,Q12,경기도 시흥시 복지로 90,126.79165422281,37.4469897611766,경기도,시흥시,시흥
이디야커피,의정부가능동SK점,Q12,경기도 의정부시 신촌로 22,127.03700996361799,37.7500741226663,경기도,의정부시,의정부
이디야커피[장안구청점],,Q12,경기도 수원시 장안구 송원로 69,127.008697985137,37.301206733817395,경기도,수원시,수원
이디야커피,분당쉐르빌점,Q12,경기도 성남시 분당구 정자일로 100,127.107619672722,37.358600167978004,경기도,성남시,성남
이디야커피,전곡역점,Q12,경기도 연천군 전곡읍 전곡로 156,127.06844425310899,38.026068645782,경기도,연천군,연천
이디야커피,파주운정점,Q12,경기도 파주시 송학2길 113,126.767191794765,37.708286040800296,경기도,파주시,파주
이디야커피,북변점,Q12,경기도 김포시 중구로 21,126.711810735014,37.6232427277224,경기도,김포시,김포
이디야커피,역곡북부역점,Q12,경기도 부천시 부일로 743,126.812177911001,37.4862580417955,경기도,부천시,부천
이디야커피,일산MBC점,Q12,경기도 고양시 일산동구 정발산로 21,126.771158037345,37.656933961190205,경기도,고양시,고양
이디야커피,별내서부점,Q12,경기도 남양주시 별내5로5번길 4-21,127.113623511916,37.650516643384,경기도,남양주시,남양주
이디야파주동패,,Q12,경기도 파주시 청석로 260,126.71771671564899,37.7250935235583,경기도,파주시,파주
이디야커피,여주중앙점,Q12,경기도 여주시 여흥로 115,127.63615922038099,37.2958328937785,경기도,여주시,여주
이디야커피,수내푸른마을점,Q12,경기도 성남시 분당구 불정로 254,127.126809950421,37.366393573505505,경기도,성남시,성남
이디야커피,서정리코레일점,Q12,경기도 평택시 탄현로 51,127.053001431369,37.0569917430054,경기도,평택시,평택
이디야수원디지털엠파이어2,,Q12,경기도 수원시 영통구 신원로 88,127.050262510626,37.247455142690896,경기도,수원시,수원
이디야커피,덕정역점,Q12,경기도 양주시 화합로 1373,127.06263384566401,37.842544417404596,경기도,양주시,양주
이디야커피,평촌학원가점,Q12,경기도 안양시 동안구 평촌대로 133,126.95920220226299,37.3838337329787,경기도,안양시,안양
이디야커피,중동점,Q12,경기도 부천시 석천로 171,126.762500483484,37.5029849068097,경기도,부천시,부천
이디야커피,의왕포일점,Q12,경기도 의왕시 포일세거리로 23,126.986454675928,37.3977396535665,경기도,의왕시,의왕
이디야커피동서울대점,동서울대점,Q12,경기도 성남시 수정구 복정로 68,127.126865104846,37.4589613709507,경기도,성남시,성남
이디야커피,하남점,Q12,경기도 하남시 하남대로 821,127.206460303445,37.541636803714205,경기도,하남시,하남
이디야커피,포천신읍점,Q12,경기도 포천시 중앙로 136,127.204049259922,37.8979160235334,경기도,포천시,포천
이디야커피,덕소점,Q12,경기도 남양주시 와부읍 덕소로 87-1,127.21232634806101,37.5863775101632,경기도,남양주시,남양주
이디야커피파주와동점,파주와동점,Q12,경기도 파주시 와석순환로 421,126.752273776241,37.7234461280721,경기도,파주시,파주
이디야커피,가톨릭대점,Q12,경기도 부천시 지봉로 46,126.804891909643,37.4858061233059,경기도,부천시,부천
이디야커피별내동부점,별내동부점,Q12,경기도 남양주시 두물로39번길 37-1,127.127606691536,37.659324908973,경기도,남양주시,남양주
이디야커피부천북부역점,부천북부역점,Q12,경기도 부천시 부일로 455,126.780798828046,37.4863438394434,경기도,부천시,부천
이디야커피,영통중앙점,Q12,경기도 수원시 영통구 봉영로 1613,127.073941558324,37.2550587115485,경기도,수원시,수원
이디야커피,김포라베니체점,Q12,경기도 김포시 김포한강2로23번길 10,126.67854916090499,37.6419582117407,경기도,김포시,김포
이디야커피호원점,호원점,Q12,경기도 의정부시 신흥로 125,127.043407309659,37.7273574367111,경기도,의정부시,의정부
이디야커피수지신봉점,수지신봉점,Q12,경기도 용인시 수지구 신봉2로 2,127.07801468345501,37.3231588265116,경기도,용인시,용인
이디야커피,죽전중앙점,Q12,경기도 용인시 수지구 대지로 58,127.11553239719,37.328806679721204,경기도,용인시,용인
이디야커피,중동시계탑점,Q12,경기도 부천시 조마루로297번길 33,126.77621360741301,37.499172236467,경기도,부천시,부천
이디야커피,,Q12,경기도 남양주시 천마산로 27,127.24646725895799,37.664667319338605,경기도,남양주시,남양주
이디야커피,수지성복역점,Q12,경기도 용인시 수지구 수지로 119,127.079006863794,37.313047362113295,경기도,용인시,용인
이디야커피,부천센트리움점,Q12,경기도 부천시 경인로 189,126.776653305803,37.484003338962296,경기도,부천시,부천
이디야커피일산미래로타운점,일산미래로타운점,Q12,경기도 고양시 일산서구 장자길118번길 122,126.746631536338,37.700158455831705,경기도,고양시,고양
이디야커피,안양박달점,Q12,경기도 안양시 만안구 박달로 529-1,126.91163762489799,37.4027603514252,경기도,안양시,안양
이디야커피,산본역사점,Q12,경기도 군포시 번영로 419,126.926263383502,37.3529390065008,경기도,군포시,군포
이디야커피,평택법원점,Q12,경기도 평택시 평남로 1041,127.09577362794201,37.0094304535746,경기도,평택시,평택
이디야커피,곡반정동점,Q12,경기도 수원시 권선구 곡반정로97번길 20,127.029413848377,37.2374731782947,경기도,수원시,수원
이디야커피,의정부로터리점,Q12,경기도 의정부시 호국로 1329,127.051791084891,37.7442202059054,경기도,의정부시,의정부
이디야커피,가현초교점,Q12,경기도 김포시 김포한강2로 88,126.67341552018401,37.6388191551977,경기도,김포시,김포
이디야커피숍,,Q12,경기도 파주시 문산읍 당동1로 39-4,126.773748041459,37.8627936090073,경기도,파주시,파주
이디야커피,위례우남역점,Q12,경기도 성남시 수정구 위례광장로 21-10,127.139505696783,37.4655778205535,경기도,성남시,성남
이디야커피,수원인계중앙점,Q12,경기도 수원시 팔달구 권광로 280,127.036186175159,37.2720673498459,경기도,수원시,수원
이디야커피,,Q12,경기도 성남시 분당구 백현로144번길 5,127.11404265991001,37.373011677427705,경기도,성남시,성남
이디야커피안산반월공단점,안산반월공단점,Q12,경기도 안산시 단원구 동산로 76,126.79876878783001,37.313535006171705,경기도,안산시,안산
이디야커피하중점,하중점,Q12,경기도 시흥시 하중로 199,126.80500765414101,37.393972644116296,경기도,시흥시,시흥
이디야커피,야당역점,Q12,경기도 파주시 경의로 1080,126.759932516502,37.7137961268464,경기도,파주시,파주
이디야커피,하남덕풍점,Q12,경기도 하남시 신장로 133,127.20346348755501,37.5382646839586,경기도,하남시,하남
이디야커피,,Q12,경기도 성남시 중원구 여수대로 203,127.125045388921,37.4220671056789,경기도,성남시,성남
이디야커피,,Q12,경기도 수원시 영통구 봉영로 1560,127.071280456609,37.251442500328395,경기도,수원시,수원
이디야커피,양주복지점,Q12,경기도 양주시 백석읍 양주산성로 603,126.98724296811399,37.7864543225745,경기도,양주시,양주
이디야커피,,Q12,경기도 파주시 한울로 123,126.745087140716,37.7103774138298,경기도,파주시,파주
이디야커피,안양대점,Q12,경기도 안양시 만안구 안양로257번길 23,126.922783046584,37.3950502133762,경기도,안양시,안양
이디야커피,수택사거리점,Q12,경기도 구리시 검배로 51-1,127.144774504885,37.5972876527589,경기도,구리시,구리
이디야커피,화성봉담점,Q12,경기도 화성시 봉담읍 상봉길 31,126.952253301259,37.2174602147638,경기도,화성시,화성
이디야커피,산본학원가점,Q12,경기도 군포시 산본로 390,126.93003513903601,37.3647411402477,경기도,군포시,군포
이디야커피숍,,Q12,경기도 김포시 김포한강9로 36,126.627428953121,37.6405185346705,경기도,김포시,김포
이디야커피,부천원미구청점,Q12,경기도 부천시 부천로 140,126.78575683138399,37.4964865192515,경기도,부천시,부천
이디야커피,,Q12,경기도 안산시 단원구 예술대학로 161,126.838725531547,37.3312523824191,경기도,안산시,안산
이디야커피,,Q12,경기도 남양주시 오남읍 진건오남로 522,127.210268031088,37.6803609089527,경기도,남양주시,남양주
이디야커피,,Q12,경기도 용인시 기흥구 평촌2로2번길 12,127.15348664880301,37.282957395337604,경기도,용인시,용인
이디야커피,,Q12,경기도 김포시 고촌읍 김포대로 340,126.770704657361,37.6012284496533,경기도,김포시,김포
이디야커피,용인신갈지점,Q12,경기도 용인시 기흥구 새천년로 20,127.11140734277399,37.2890918072356,경기도,용인시,용인
이디야커피,덕정역점,Q12,경기도 양주시 화합로 1365,127.062454427017,37.84325478382421,경기도,양주시,양주
이디야커피,용인상갈점,Q12,경기도 용인시 기흥구 금화로 101,127.106941317693,37.266179431042794,경기도,용인시,용인
이디야커피,별내메가박스점,Q12,경기도 남양주시 두물로 19,127.126593797547,37.6558123766151,경기도,남양주시,남양주
이디야죽전벽산,,Q12,경기도 용인시 수지구 용구대로2801번길 2,127.10815001243999,37.335716654889104,경기도,용인시,용인
이디야커피,평택이곡점,Q12,경기도 평택시 비전6길 4,127.10282323394699,37.0052396131373,경기도,평택시,평택
이디야커피,이천송정점,Q12,경기도 이천시 증신로291번길 138,127.43332684636101,37.2954861715905,경기도,이천시,이천
이디야커피양주광적점,양주광적점,Q12,경기도 양주시 광적면 가래비길 118,126.984132874998,37.8253690351743,경기도,양주시,양주
이디야커피,죽전역점,Q12,경기도 용인시 수지구 포은대로 530,127.10737575606001,37.3248527337081,경기도,용인시,용인
이디야커피,금정역점,Q12,경기도 군포시 산본천로 216,126.941403950523,37.371123885458495,경기도,군포시,군포
이디야커피,남양주시청점,Q12,경기도 남양주시 금곡로 50,127.208596425028,37.633855903548,경기도,남양주시,남양주
이디야커피,,Q12,경기도 성남시 분당구 판교역로 182,127.11004539520799,37.39693231050921,경기도,성남시,성남
이디야커피,수내파크타운점,Q12,경기도 성남시 분당구 내정로166번길 43,127.122631951515,37.370345433444704,경기도,성남시,성남
이디야커피,용인물푸레마을점,Q12,경기도 용인시 기흥구 구성3로28번길 20,127.15215338032101,37.295247795960705,경기도,용인시,용인
이디야에스프레소,,Q12,경기도 용인시 수지구 성복2로 226,127.06265119394101,37.320109594996794,경기도,용인시,용인
이디야커피김포나비초교점,김포나비초교점,Q12,경기도 김포시 김포한강9로 30,126.62710768107,37.6395056751394,경기도,김포시,김포
이디야커피,,Q12,경기도 포천시 소흘읍 태봉로 235,127.14974568344401,37.8335287041729,경기도,포천시,포천
이디야커피,,Q12,경기도 안양시 만안구 전파로 23,126.935449107507,37.391443532101,경기도,안양시,안양
이디야커피,화성사강점,Q12,경기도 화성시 송산면 사강로 201,126.738290575276,37.213472932420004,경기도,화성시,화성
이디야커피,덕풍중앙점,Q12,경기도 하남시 덕풍동로 111-21,127.207665684478,37.5517728035975,경기도,하남시,하남
이디야커피,부천성곡동점,Q12,경기도 부천시 성곡로 28,126.80088810081001,37.5169864849366,경기도,부천시,부천
이디야커피,의정부용현점,Q12,경기도 의정부시 충의로 62,127.08743429473301,37.737482587164294,경기도,의정부시,의정부
이디야커피,창전동점,Q12,경기도 이천시 영창로 243,127.449653301526,37.280794013824604,경기도,이천시,이천
이디야커피,양주송추점,Q12,경기도 양주시 장흥면 호국로 553,126.975376219222,37.719181166826,경기도,양주시,양주
이디야커피수원영통디지털점,수원영통디지털점,Q12,경기도 수원시 영통구 덕영대로1556번길 16,127.05916071408001,37.2452554190597,경기도,수원시,수원
이디야커피,원흥역점,Q12,경기도 고양시 덕양구 원흥3로 8,126.874122356754,37.6485009873458,경기도,고양시,고양
이디야커피,용인신갈중앙점,Q12,경기도 용인시 기흥구 신갈로58번길 33,127.109092806973,37.2730439617908,경기도,용인시,용인
이디야커피삼성교점,삼성교점,Q12,경기도 수원시 영통구 인계로 289,127.049149625066,37.2633595118733,경기도,수원시,수원
이디야커피,광주신현점,Q12,경기도 광주시 오포읍 신현로 51,127.152488053871,37.3608764956098,경기도,광주시,광주
이디야커피,둔전점,Q12,경기도 용인시 처인구 포곡읍 포곡로 99,127.21654428719101,37.2692082181488,경기도,용인시,용인
이디야커피,구리수택점,Q12,경기도 구리시 체육관로80번길 24,127.13937055564199,37.591580779382,경기도,구리시,구리
이디야커피,안산고잔역점,Q12,경기도 안산시 단원구 다리간로 18,126.823782901105,37.3147684572412,경기도,안산시,안산
이디야커피,식물원사거리점,Q12,경기도 안산시 상록구 도매시장로 91,126.86299947088301,37.313899293060395,경기도,안산시,안산
이디야커피,남양주호평중앙점,Q12,경기도 남양주시 천마산로 25,127.245451033781,37.6642823847667,경기도,남양주시,남양주
이디야커피시흥조남점,시흥조남점,Q12,경기도 시흥시 목감우회로 51,126.86191201385901,37.3822346008924,경기도,시흥시,시흥
이디야커피,미사강변도시점,Q12,경기도 하남시 미사강변대로226번길 26,127.185162597054,37.5697939519321,경기도,하남시,하남
이디야커피,수원원천동점,Q12,경기도 수원시 영통구 중부대로448번길 97,127.05939226319299,37.26652306615821,경기도,수원시,수원
이디야커피남양주가운점,남양주가운점,Q12,경기도 남양주시 가운로1길 25,127.15632292637501,37.604525090292604,경기도,남양주시,남양주
이디야커피,오산세교점,Q12,경기도 오산시 수청로106번길 6-3,127.053712221926,37.1770438018346,경기도,오산시,오산
이디야광명휴먼시아,,Q12,경기도 광명시 성채로50번길 15,126.880184464369,37.432913315048204,경기도,광명시,광명
이디야커피수원조원점,수원조원점,Q12,경기도 수원시 장안구 금당로 46,127.015977325008,37.3026371294878,경기도,수원시,수원
이디야커피,광주점,Q12,경기도 광주시 초월읍 경충대로 907,127.312575335203,37.3632938517767,경기도,광주시,광주
이디야커피,위례효성해링턴타워점,Q12,경기도 하남시 위례대로 190,127.148096513496,37.478579387306105,경기도,하남시,하남
이디야커피,수원광교고교점,Q12,경기도 수원시 영통구 도청로89번길 31,127.047558017474,37.2894693074291,경기도,수원시,수원
이디야커피양주삼숭점,양주삼숭점,Q12,경기도 양주시 삼숭로38번길 25-5,127.102307134865,37.7976857961912,경기도,양주시,양주
이디야커피,,Q12,경기도 부천시 성주로 274-2,126.782427884264,37.482810551153,경기도,부천시,부천
이디야커피,산내마을점,Q12,경기도 파주시 교하로 79,126.73341797681002,37.728308649067294,경기도,파주시,파주
이디야커피,미사수변공원점,Q12,경기도 하남시 미사강변중앙로 161,127.19067914918199,37.5610916609387,경기도,하남시,하남
이디야커피,수내동점,Q12,경기도 성남시 분당구 내정로165번길 35,127.118413949578,37.3747834257054,경기도,성남시,성남
이디야커피,비전점,Q12,경기도 평택시 비전2로 192,127.11180929848699,37.000639319028295,경기도,평택시,평택
이디야커피,동편마을점,Q12,경기도 안양시 동안구 동편로 140,126.966977269627,37.409717444901396,경기도,안양시,안양
이디야커피,김포고촌점,Q12,경기도 김포시 고촌읍 김포대로 340,126.77079316367599,37.6013555143235,경기도,김포시,김포
이디야커피향남롯데시네마점,향남롯데시네마점,Q12,경기도 화성시 향남읍 상신하길로298번길 7-21,126.91247111183,37.115160652343896,경기도,화성시,화성
이디야커피,수원광교역점,Q12,경기도 수원시 영통구 대학1로 49,127.04512396310801,37.3000194436092,경기도,수원시,수원
이디야커피,시흥시청점,Q12,경기도 시흥시 시청로68번길 4,126.800502092988,37.3804742901155,경기도,시흥시,시흥
이디야커피,용인보정제일점,Q12,경기도 용인시 기흥구 죽전로 20,127.11035502415399,37.3200273231764,경기도,용인시,용인
이디야커피김포마산점,김포마산점,Q12,경기도 김포시 김포한강8로 163,126.643366729872,37.637008788460705,경기도,김포시,김포
이디야커피,동탄프리미엄아울렛점,Q12,경기도 화성시 동탄면 동탄기흥로257번가길 7,127.092350337367,37.1826355709372,경기도,화성시,화성
이디야커피,평택대점,Q12,경기도 평택시 현신2길 6,127.136135727316,36.994492873015105,경기도,평택시,평택
이디야커피안산사동점,안산사동점,Q12,경기도 안산시 상록구 감골2로 13,126.85491425615601,37.290600730864895,경기도,안산시,안산
이디야커피비전중앙점,비전중앙점,Q12,경기도 평택시 중앙로 205,127.105795519086,36.9912944476457,경기도,평택시,평택
이디야커피,신봉초교점,Q12,경기도 용인시 수지구 신봉2로 115-16,127.068446424432,37.328661592668,경기도,용인시,용인
이디야커피,안산스포츠파크점,Q12,경기도 안산시 단원구 첨단로 644,126.79105865124,37.2948224582444,경기도,안산시,안산
이디야커피숍,,Q12,경기도 포천시 소흘읍 호국로 493-6,127.135621963936,37.817207659720395,경기도,포천시,포천
이디야커피부천옥길점,부천옥길점,Q12,경기도 부천시 양지로184번길 8-8,126.821594755894,37.46839457475539,경기도,부천시,부천
이디야커피,군포역점,Q12,경기도 군포시 군포로 535,126.946149706491,37.3538927685434,경기도,군포시,군포
이디야커피,수원오목천점,Q12,경기도 수원시 권선구 삼천병마로1592번길 3-4,126.96409338820801,37.244768275176504,경기도,수원시,수원
이디야커피,안산와동점,Q12,경기도 안산시 단원구 와동로 44,126.82924640471701,37.33419554711771,경기도,안산시,안산
이디야커피,오산원동점,Q12,경기도 오산시 경기대로 154,127.073856178883,37.138482300977,경기도,오산시,오산
이디야커피,양평용문점,Q12,경기도 양평군 용문면 용문로 535,127.603945043862,37.497701814484294,경기도,양평군,양평
이디야커피수지동천중앙점,수지동천중앙점,Q12,경기도 용인시 수지구 문인로 64-1,127.09547175259199,37.333331651584395,경기도,용인시,용인
이디야커피,경기도청북부청사점,Q12,경기도 의정부시 장곡로596번길 9,127.06934640068701,37.7494959437441,경기도,의정부시,의정부
이디야커피,오이도등대점,Q12,경기도 시흥시 오이도로 195,126.687250987925,37.3434997324207,경기도,시흥시,시흥
이디야커피,도심역점,Q12,경기도 남양주시 와부읍 덕소로 214,127.21978304615101,37.5792636500187,경기도,남양주시,남양주
이디야커피,위례중앙역점,Q12,경기도 성남시 수정구 위례광장로 322,127.142633394541,37.4718359393301,경기도,성남시,성남
이디야커피,안산반월공단점,Q12,경기도 안산시 단원구 동산로 76,126.798844922645,37.313004151002005,경기도,안산시,안산
이디야커피,원흥역점,Q12,경기도 고양시 덕양구 삼송로 8,126.87495296583201,37.6497793520019,경기도,고양시,고양
이디야커피미사망월점,미사망월점,Q12,경기도 하남시 미사강변북로30번길 12,127.181604938831,37.571111913737795,경기도,하남시,하남
이디야커피,안산본오중앙점,Q12,경기도 안산시 상록구 각골로 63,126.87241708761199,37.295175024658896,경기도,안산시,안산
이디야커피,의왕내손점,Q12,경기도 의왕시 포일로 43,126.97741214441099,37.3899576724692,경기도,의왕시,의왕
이디야커피,수원능실마을점,Q12,경기도 수원시 권선구 호매실로90번길 116,126.962767463139,37.2600931684712,경기도,수원시,수원
이디야커피,백상앨리츠점,Q12,경기도 남양주시 별내중앙로 36-31,127.126400445436,37.6461968614505,경기도,남양주시,남양주
이디야커피,구리벌말점,Q12,경기도 구리시 벌말로 93,127.147132197551,37.5851856042198,경기도,구리시,구리
이디야커피,수원신동점,Q12,경기도 화성시 권선로882번길 115-2,127.041103705803,37.245272769021504,경기도,화성시,화성
이디야커피,,Q12,경기도 양주시 고읍로 36-18,127.076166092714,37.8005922059888,경기도,양주시,양주
이디야커피,화성조암점,Q12,경기도 화성시 우정읍 조암남로 12,126.81730548896401,37.082404714633604,경기도,화성시,화성
이디야커피,옥정율정점,Q12,경기도 양주시 옥정동로8길 10,127.09955744535802,37.83149783160071,경기도,양주시,양주
이디야커피,배곧타운점,Q12,경기도 시흥시 배곧4로 22,126.7268157975,37.377748627607396,경기도,시흥시,시흥
이디야커피범계사거리점,범계사거리점,Q12,경기도 안양시 동안구 시민대로 137,126.94690665406799,37.3885726117233,경기도,안양시,안양
이디야커피,곤지암점,Q12,경기도 광주시 곤지암읍 곤지암로 53,127.340884915101,37.3495330695751,경기도,광주시,광주
이디야커피,마북점,Q12,경기도 용인시 기흥구 마북로154번길 3,127.12399292854799,37.3037382537592,경기도,용인시,용인
이디야커피,,Q12,경기도 양주시 옥정동로 187,127.098607877454,37.8236427667375,경기도,양주시,양주
이디야커피,백성병원점,Q12,경기도 수원시 팔달구 인계로 102,127.028585745744,37.2677430743896,경기도,수원시,수원
이디야커피,목현점,Q12,경기도 광주시 이배재로 304,127.225968619839,37.435377064647795,경기도,광주시,광주
이디야커피,EBS1호점,Q12,경기도 고양시 일산동구 한류월드로 281,126.754611179703,37.661715967714,경기도,고양시,고양
이디야커피동부2호점,동부2호점,Q12,경기도 남양주시 두물로39번길 25,127.127915993443,37.6580747537009,경기도,남양주시,남양주
이디야커피,구리벌말점,Q12,경기도 구리시 벌말로 91,127.14686376911399,37.584895328466295,경기도,구리시,구리
이디야커피,용인신동백점,Q12,경기도 용인시 기흥구 동백죽전대로527번길 100-3,127.143406365397,37.280839393165,경기도,용인시,용인
이디야커피,캠프케이시점,Q12,경기도 동두천시 평화로 2557-1,127.05701487028401,37.9161473052244,경기도,동두천시,동두천
이디야커피,수원아이파크몰점,Q12,경기도 수원시 권선구 동수원로177번길 90,127.02752970417801,37.2472796377345,경기도,수원시,수원
이디야커피,고양내유점,Q12,경기도 고양시 덕양구 통일로 1072,126.85298114447399,37.7100799249297,경기도,고양시,고양
이디야커피,양평파크점,Q12,경기도 양평군 양평읍 중앙로 208,127.511706290814,37.4904362814835,경기도,양평군,양평
이디야커피,,Q12,경기도 성남시 수정구 위례광장로 300,127.143063664186,37.4737583322766,경기도,성남시,성남
이디야산본,,Q12,경기도 군포시 산본로343번길 23,126.930352783622,37.359860223831504,경기도,군포시,군포
이디야커피,시흥정왕동점,Q12,경기도 시흥시 함송로 18,126.729923775279,37.3635094191318,경기도,시흥시,시흥
이디야커피,하남유니온파크점,Q12,경기도 하남시 하남유니온로 70,127.219955899632,37.544231670219204,경기도,하남시,하남
이디야커피호매실중앙점,호매실중앙점,Q12,경기도 수원시 권선구 금곡로 204,126.95333488351999,37.2736976229384,경기도,수원시,수원
이디야커피용인신갈중앙점,용인신갈중앙점,Q12,경기도 용인시 기흥구 신갈로58번길 33,127.10922735903499,37.2731080509096,경기도,용인시,용인
이디야커피,포천소흘점,Q12,경기도 포천시 소흘읍 호국로 499,127.135700096829,37.817325364899,경기도,포천시,포천
이디야커피,수내양지마을점,Q12,경기도 성남시 분당구 내정로165번길 50,127.11547366501999,37.3771042783539,경기도,성남시,성남
이디야커피의정부솔뫼점,의정부솔뫼점,Q12,경기도 의정부시 시민로 446,127.08210546459101,37.731674662232706,경기도,의정부시,의정부
이디야커피동탄대로점,동탄대로점,Q12,경기도 화성시 동탄대로14길 5-11,127.10166141954399,37.1857162298914,경기도,화성시,화성
이디야커피,성결대점,Q12,경기도 안양시 동안구 달안로 61,126.948107677922,37.3963685038078,경기도,안양시,안양
