,상호명,지점명,상권업종중분류코드,도로명주소,경도,위도
8073,espressamente,,Q12,서울특별시 강남구 테헤란로26길 12,127.03583853005199,37.4994411566051
8092,POPBAR,,Q12,서울특별시 서초구 서초대로77길 55,127.02445043318899,37.502005770208704
8129,보나비아티제,삼성생명본관점,Q12,서울특별시 중구 세종대로 55,126.97495733954901,37.5616143732941
8132,인타임카페,,Q12,서울특별시 강서구 강서로 411,126.83893123114599,37.5621570367543
8186,오설록,,Q12,서울특별시 동대문구 왕산로 205,127.045021605777,37.5801957798395
8192,쎄리오,한양대병원점,Q12,서울특별시 성동구 마조로 22-2,127.041324711886,37.5594688006573
8199,카페나루,,Q12,서울특별시 광진구 광장로1길 18,127.102236608526,37.5476032759626
8258,히어로,,Q12,서울특별시 광진구 아차산로 221,127.06819820697599,37.541032215057704
8269,카페드림,,Q12,서울특별시 양천구 목동동로12길 20,126.873266979154,37.52267290649289
8273,BILLYANGEL,,Q12,서울특별시 서대문구 신촌로 149,126.942482942316,37.5568587947185
8291,CafeThe9,,Q12,서울특별시 은평구 통일로 623,126.93482778395399,37.602445487063704
8312,클렌치,,Q12,서울특별시 광진구 뚝섬로 655,127.08230036100099,37.5315824780908
8319,95도CCoffee&버블티,,Q12,서울특별시 금천구 가산디지털1로 128,126.88368419181002,37.477224052987296
8323,마체베트어린이대공원점꿈,마루점,Q12,서울특별시 광진구 능동로 216,127.07875668512199,37.5519997599751
8324,엔젤리너스미아삼거리,,Q12,서울특별시 강북구 도봉로10나길 4,127.030936958979,37.61341048693829
8326,커피스테이션,,Q12,서울특별시 구로구 경인로53길 15,126.876099480454,37.5020209898045
8343,뉴욕핫도그앤커피,잠실점,Q12,서울특별시 송파구 올림픽로12길 35-1,127.083648460299,37.508318677577
8357,엔제리너스,도심공항터미널점,Q12,서울특별시 강남구 테헤란로87길 22,127.059426824816,37.509624041536796
8369,라일락,,Q12,서울특별시 강남구 광평로51길 6-23,127.104139723908,37.488778689176996
8370,쿠벅커피,강남롯데점,Q12,서울특별시 강남구 도곡로 405,127.054649873493,37.497358573425394
8393,커피와문화,,Q12,서울특별시 강남구 삼성로75길 7,127.05767219827601,37.503437823109
8396,쉐프스카페테리아,,Q12,서울특별시 광진구 아차산로62길 14-2,127.09350186503299,37.5390396135381
8418,티모시스커피코리아,,Q12,서울특별시 강남구 선릉로90길 16,127.050617469159,37.5041111898749
8424,허바허바,,Q12,서울특별시 강남구 테헤란로7길 12,127.03096816032301,37.500005011740605
8425,커피빈코리아강남구청앞점,코리아강남구청앞점,Q12,서울특별시 강남구 학동로 423,127.04661269709699,37.5184147126149
8428,카페끌림,,Q12,서울특별시 성북구 인촌로13길 57,127.022253356692,37.588875637803504
8434,쥬시,,Q12,서울특별시 서초구 서초대로54길 37,127.016487532405,37.4925777837099
8462,카페더스노우,스타수퍼점,Q12,서울특별시 강남구 언주로30길 57,127.054163435442,37.4892992237675
8475,블루펄호텔커피숍,,Q12,서울특별시 강남구 도산대로 549,127.053931111028,37.525636935208205
8477,에르보리앙,,Q12,서울특별시 강남구 압구정로 164,127.02762714312999,37.5265225762919
8504,파스쿠찌,타임스퀘어점,Q12,서울특별시 영등포구 영중로 15,126.903914224263,37.517212666105706
8532,이디야커피,금호역점,Q12,서울특별시 성동구 장터길 17-1,127.01779121502399,37.5484267689606
8613,성유엔터프라이즈,미아점,Q12,서울특별시 성북구 동소문로 315,127.028725560472,37.6083915431599
8623,꽃동산까페,,Q12,서울특별시 노원구 노원로 420,127.067897152441,37.6541467810239
8624,카페잠실다방,,Q12,서울특별시 송파구 올림픽로35가길 10,127.10221139258101,37.5166698635047
8633,커피빈,코리아명동증권빌딩점,Q12,서울특별시 중구 명동7길 13,126.983952741813,37.564341196302706
8635,대지다방,,Q12,서울특별시 은평구 통일로 755,126.927900823391,37.612429265825604
8654,커피빈,코리아삼성생명강남사옥점,Q12,서울특별시 서초구 서초대로74길 4,127.025683828146,37.4967357683727
8674,투썸플레이스,예금보험공사점,Q12,서울특별시 중구 청계천로 30,126.980783354365,37.568494710179294
8679,주스팩토리,,Q12,서울특별시 중구 한강대로 405,126.969506078632,37.5547189980799
8688,간단하지만특별한화피디Cafe,카그뮤지컬예당점,Q12,서울특별시 서초구 남부순환로 2395,127.012347140463,37.4806673259512
8734,탐앤탐스천호로데오점,천호로데오점,Q12,서울특별시 강동구 천호대로157길 15,127.126763402259,37.5385964470918
8756,커피의향기,,Q12,서울특별시 강남구 남부순환로 2927,127.060384792992,37.493655927209204
8760,커피빈,코리아공항터미널2호점,Q12,서울특별시 강남구 테헤란로87길 22,127.059426824816,37.509624041536796
8768,커피빈코리아서초우성아파트앞점,코리아서초우성아파트앞점,Q12,서울특별시 서초구 사임당로 171,127.028336934523,37.492720890857704
